4970	1131
4971	197
3640	170
2306	675
4969	197
3638	171
3639	1415
2305	4
2304	5
2302	77
2301	74
2300	74
3630	2108
3631	5524
4962	3641
4963	959
3632	170
4964	4727
3633	3017
3634	5033
4965	193
3635	4692
4966	2577
2309	436
4967	5966
3636	1317
2308	144
2307	3297
3637	571
4980	3826
4981	4639
3650	4320
4982	2803
3651	277
2320	333
3649	168
2317	333
2316	355
2315	143
3	1789
2314	707
4	1302
2313	144
5	1078
2312	143
6	4905
2311	145
7	1468
2310	145
8	3543
3641	5691
4972	241
3642	6014
9	1987
4973	804
3643	5191
4974	2759
4975	253
3645	4476
4976	1998
3646	3248
4977	2780
3647	1211
4978	93
2319	382
3648	917
4979	91
2318	336
3660	4746
4991	272
3661	4181
4992	1756
4993	2085
3662	1586
1000	4102
2331	253
2330	336
2328	6859
2326	5456
2325	3425
2324	4137
2323	5541
2322	3912
2321	355
4983	3802
3652	276
3653	394
4985	113
3654	139
4986	3238
3655	997
4987	1613
3656	598
4988	2266
3657	349
3658	2975
4989	1183
3659	2297
2329	2881
3670	3071
3671	904
3673	864
2342	1590
1011	569
2341	3110
1010	419
2340	1784
2339	2511
1008	1536
1007	2112
2338	3554
1006	4136
2337	53
1005	948
2336	53
1004	1453
2335	52
1003	2297
2334	52
2333	2802
1002	537
2332	3144
1001	536
4994	3620
3663	672
3664	3196
4995	407
3665	2364
4996	405
3666	4678
3667	1163
4999	3762
3668	11
3669	388
1009	2421
3680	4041
3681	3248
3682	3302
3683	1578
3684	438
1022	3171
2353	113
1021	271
2352	371
1020	1073
2351	111
2350	2829
1019	16
1018	3428
2349	511
2348	2482
1017	14
1016	16
2346	223
1014	2471
2345	2640
1013	1424
2344	52
1012	3189
2343	336
3674	275
3675	198
3676	199
3677	614
3678	1967
3679	409
3690	440
3691	4904
3692	1620
3693	437
3694	437
3695	438
2364	4396
1033	789
1032	3755
2363	294
1031	3713
2362	1763
1030	1165
2361	16
2360	590
1029	3452
1028	697
2359	299
1027	657
1026	4903
2357	1180
2356	4069
1025	271
1024	3849
2355	272
1023	2299
2354	4348
3685	856
3686	589
3687	437
3688	1136
3689	940
2375	4391
1044	1583
1043	2485
2374	95
1042	2756
2373	501
1041	3119
2372	707
2371	5097
1040	31
2370	106
1039	1784
2369	5758
1038	1408
1037	4604
2368	2590
2367	813
2366	2507
1035	3377
1034	3561
2365	3614
3696	437
3697	438
3698	438
1055	6258
2386	2641
2385	2952
2384	5116
1053	2643
1052	245
1051	3319
2382	490
2381	5665
1050	3117
2380	222
1049	3412
2379	3078
1048	475
2378	934
1047	258
1046	1518
2376	3131
1045	259
2397	3340
1066	403
2396	93
1065	1052
1064	1615
2395	94
1063	2599
2394	93
1062	4585
2393	251
1061	2944
2392	93
1060	712
2391	94
2390	241
1059	556
1058	354
2389	95
2388	94
2387	3410
1077	564
1075	4278
1074	3539
1072	33
1071	32
1070	31
1068	228
2399	287
2398	6332
1067	245
1080	2838
1088	119
1087	498
1086	1128
1085	592
1084	586
1083	403
1082	479
1081	287
1079	376
1078	668
1090	331
1099	1063
1098	6086
1097	4849
1096	86
1095	1073
1094	268
1093	268
1092	1628
1089	764
200	231
201	1438
202	526
203	3092
204	4648
205	1026
206	232
207	233
208	725
209	973
210	232
211	324
212	494
213	255
214	4288
215	3304
216	2186
217	23
218	164
219	1443
221	610
222	2159
223	727
224	2126
225	312
226	2530
227	2628
228	2227
7201	2279
7204	416
7203	180
230	2809
231	2547
232	2880
233	312
234	313
235	487
236	2326
237	2975
238	441
239	315
7211	90
7210	93
7212	91
7215	315
7214	3215
240	1148
241	707
242	657
243	2569
244	530
245	540
246	2331
247	508
248	312
249	1477
7206	29
7205	30
7220	227
7222	781
7221	229
7223	205
7226	411
7225	3861
250	1602
251	942
252	1738
253	46
254	1233
255	3405
256	766
257	1668
258	1287
259	4042
7217	87
7219	329
7218	331
7231	3237
7230	599
7233	3275
7232	346
7235	349
7234	348
7237	3510
7236	1987
260	640
261	1925
263	1797
264	287
265	2492
266	875
267	287
268	458
269	1937
7228	1872
7227	938
