1462	3
2792	1
2791	1
8091	1
2790	14
5816	7
5817	5
1458	1
3639	1
5818	7
5819	3
2787	3
2785	6
1453	8
2300	1
3630	1
3631	7
4962	2
5810	1
5811	4
4964	8
3633	3
5812	4
3634	6
3635	7
2309	1
4966	3
4967	20
5814	9
3636	1
2307	3
4980	5
3650	8
4981	8
4982	3
1473	6
1471	5
1470	7
5827	4
5828	4
2316	1
1468	6
2799	4
5829	1
3	3
1467	1
2797	1
1466	1
1465	3
5	2
6	26
1464	1
2794	3
7	2
3641	11
8	9
3642	22
9	10
4973	1
3643	7
4974	4
5821	1
5822	6
3645	4
5824	4
4977	3
3647	1
3648	1
2318	1
3660	11
3661	5
4992	1
4993	1
1484	2
1000	5
1482	4
1480	1
2328	25
5838	1
5839	5
2326	9
2325	1
1478	2
2324	8
2323	11
1476	1
2322	4
4983	5
3655	1
4502	1
4987	1
5835	1
4988	1
3658	2
4989	1
3659	3
5837	2
2329	1
3670	2
3673	1
1011	1
2342	1
2341	1
2340	1
1493	2
1492	16
1490	3
2339	1
2338	4
1007	3
1006	9
1489	8
1004	2
2335	1
1487	5
2333	1
2332	5
1485	2
4994	3
4510	4
4511	1
3664	1
5844	4
3666	4
4999	3
4516	1
5848	3
3680	6
3682	3
4530	3
3683	1
5862	2
4531	5
3200	1
1022	3
1020	1
4529	1
1018	5
2348	1
1499	1
1014	7
1498	1
1013	1
1497	3
1496	13
1012	2
2343	1
6700	2
3678	1
5857	4
4527	1
4528	2
3691	12
5871	3
3694	1
5872	2
6720	3
2364	1
1032	6
2363	1
1031	4
1030	1
2361	1
1029	3
3207	1
1027	1
1026	13
2356	8
600	10
1024	4
2354	4
1023	2
3201	1
5863	4
4534	4
604	1
6715	3
4536	9
6714	4
5868	1
607	1
608	4
609	1
4550	3
4551	5
4552	1
1044	1
2375	9
1043	7
1042	1
1041	3
2371	6
1039	1
2369	13
2368	2
1037	3
611	2
2366	1
1035	3
1034	4
2365	8
613	1
4544	1
615	3
616	1
6723	1
4547	5
6726	2
618	2
6725	1
5890	1
5891	2
4564	3
1055	12
3232	1
2385	2
1053	4
2384	3
1052	1
1051	2
2381	9
1050	1
1049	4
620	1
1048	1
1046	2
2376	1
626	3
5887	1
5404	7
627	3
628	3
6736	8
5406	2
6739	1
4574	10
4575	1
2397	6
1066	1
3243	3
3242	1
1063	2
1062	7
1061	3
3238	9
633	6
634	8
2387	3
5412	13
5896	1
635	2
5897	4
636	2
637	1
5415	1
6747	1
5417	1
6760	1
6762	1
5430	6
5432	5
3255	1
3253	4
1075	2
1074	8
3252	4
3251	1
3250	2
1070	1
643	3
644	5
2398	13
3245	1
5423	4
647	7
4578	2
7604	4
5426	3
649	3
6759	1
6758	1
1080	2
6770	3
7620	18
4110	7
6772	6
4595	1
6774	8
3266	1
3265	3
3260	8
650	17
653	1
3258	5
656	2
4587	7
657	1
6765	4
4588	1
658	1
659	3
7614	3
5437	4
5439	4
7618	4
6780	5
5452	3
6784	9
6783	1
6302	3
5454	3
4123	2
7632	14
4124	10
1098	22
3276	14
1097	5
3274	6
3271	1
1092	1
661	1
663	7
664	2
665	8
667	2
5445	7
6777	1
7624	3
4598	5
668	1
5446	2
4117	1
5449	2
5462	1
5463	2
7642	1
5465	4
4134	4
7644	1
5466	3
3284	3
3282	1
670	1
673	4
677	1
6788	2
5457	4
4127	3
6306	2
6305	8
5459	9
6789	3
3291	10
4140	1
3290	2
6320	2
7651	3
5474	1
4144	2
7652	1
6324	1
6323	6
3299	1
3297	3
682	3
686	3
203	3
687	1
204	8
689	4
4136	2
7646	1
5468	3
6314	1
7648	2
4138	6
208	1
7647	2
6316	1
209	1
7649	2
4151	5
5482	1
7662	5
6330	2
5484	8
5485	2
5002	10
5487	2
7666	1
7665	1
6334	3
691	2
695	4
696	2
697	4
214	7
699	1
215	5
5479	4
218	1
6328	3
219	1
6327	12
4162	5
5010	1
7673	1
4164	1
7675	3
5012	4
6344	1
221	3
222	1
223	1
224	1
225	1
227	4
6337	5
5489	2
228	3
5006	2
7669	1
5009	1
7682	1
4173	2
5020	12
5022	22
7683	3
4175	1
7688	2
4178	1
4179	5
5026	5
230	4
231	3
232	5
236	2
7679	4
4169	2
6347	5
4183	2
7695	1
7694	4
7697	2
4187	1
7696	1
5036	1
4189	3
7699	3
5037	7
1908	3
7214	4
7691	1
6360	4
4181	1
243	5
246	1
247	1
6359	5
5028	4
5029	4
1903	1
4199	2
5046	1
1919	9
7225	2
4191	14
251	1
254	2
255	7
259	9
1918	5
1916	2
1915	5
7218	1
7231	8
5053	3
7233	2
5055	4
6388	3
5058	4
7237	6
5059	3
260	1
261	1
5051	1
263	1
265	1
1920	2
269	1
7228	1
1927	1
7229	1
1926	1
1925	1
1922	6
6394	1
5064	2
5068	1
271	13
5061	4
273	1
274	2
275	3
1931	1
7239	2
7238	1
1935	2
8101	1
5079	22
280	5
282	6
5072	5
285	3
5073	3
1940	1
290	12
291	1
