4970	52
4971	4
3640	4
2306	30
4969	4
3638	4
3639	96
2302	3
2301	3
2300	3
3630	206
4962	604
3631	1538
4963	57
3632	4
4964	1120
3633	310
3634	1341
4965	8
3635	1073
4966	239
2309	14
4967	1877
3636	74
2308	2
2307	469
3637	21
4980	606
4981	957
3650	921
4982	313
3651	6
2320	11
2317	10
3649	4
2316	10
2315	2
3	237
2314	27
4	120
2313	2
5	89
2312	2
6	1142
2311	2
7	118
2310	3
3641	1553
8	713
4972	6
3642	1786
4973	47
9	260
4974	312
3643	1365
4975	9
3645	967
4976	147
4977	334
3646	446
3647	78
2319	17
3648	51
2318	10
3660	919
4991	3
3661	818
4992	125
3662	75
4993	164
1000	644
2331	9
2330	7
2328	2700
2326	1744
2325	536
2324	884
2323	1604
2322	794
2321	10
4983	718
3652	6
3653	15
4985	3
3654	7
4986	487
3655	48
4987	109
3656	23
4988	165
3657	8
4989	66
3658	290
2329	396
3659	234
3670	391
3671	38
3673	45
2342	79
1011	27
2341	455
1010	15
2340	158
2339	282
1008	62
2338	621
1007	239
1006	713
2337	4
1005	38
2336	4
1004	70
2335	4
1003	147
2334	4
2333	342
1002	12
2332	321
1001	12
4994	631
3663	19
3664	472
4995	11
3665	176
4996	11
3666	992
3667	54
4999	737
3669	9
1009	174
3680	751
3681	460
3682	441
3683	68
3684	14
1022	393
2353	6
2352	14
1021	5
1020	54
2351	6
2350	254
1018	419
2349	15
2348	247
2346	5
2345	296
1014	351
1013	107
1012	312
2343	10
3674	13
3675	6
3676	6
3677	31
3678	108
3679	13
3690	14
3691	1055
3692	90
3693	14
3694	14
3695	14
2364	928
1033	42
1032	472
2363	23
1031	611
2362	80
1030	96
2360	22
1029	611
1028	39
2359	8
1027	35
1026	1273
2357	80
2356	918
1025	5
1024	544
2355	15
2354	1006
1023	265
3685	29
3686	19
3687	14
3688	49
3689	33
2375	858
1044	114
1043	274
2374	6
1042	220
2373	17
1041	299
2372	33
2371	1330
2370	7
1039	184
2369	1405
1038	117
1037	618
2368	164
2367	40
1035	569
2366	187
2365	518
1034	551
3696	14
3697	14
3698	14
1055	1456
2386	176
2385	377
2384	1028
1053	358
1052	9
1051	296
2382	17
2381	1453
1050	258
2380	7
1049	607
2379	326
1048	11
2378	52
1047	7
1046	146
2376	304
1045	6
2397	493
1066	19
1065	51
2396	7
1064	81
2395	7
1063	206
2394	7
1062	1035
2393	21
1061	385
2392	7
1060	37
2391	8
2390	9
1059	24
2389	2
1058	16
2388	2
2387	471
1077	39
1075	621
1074	526
1072	1
1071	1
1070	1
1068	7
2399	10
2398	2380
1067	8
1080	283
1088	6
1087	19
1086	44
1085	24
1084	24
1083	11
1082	12
1081	7
1079	9
1078	31
1090	17
1099	55
